Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
771,An increase in engine torque directly leads to more axle speed during garden parties.,Yes,An increase in engine torque leads to more garden parties and an increase in garden parties leads to more axle speed.,No,O_A,engine torque,garden parties,axle speed
772,An increase in screen sharpness directly leads to more letter clarity during class lectures.,Yes,An increase in screen sharpness leads to more class lectures and an increase in class lectures leads to more letter clarity.,No,O_A,screen sharpness,class lectures,letter clarity
773,An increase in filter density directly leads to more odor removal during lab tours.,Yes,An increase in filter density leads to more lab tours and an increase in lab tours leads to more odor removal.,No,O_A,filter density,lab tours,odor removal
774,An increase in flash power directly leads to more image brightness during dance nights.,Yes,An increase in flash power leads to more dance nights and an increase in dance nights leads to more image brightness.,No,O_A,flash power,dance nights,image brightness
775,An increase in valve opening directly leads to more water flow during ski trips.,Yes,An increase in valve opening leads to more ski trips and an increase in ski trips leads to more water flow.,No,O_A,valve opening,ski trips,water flow
776,An increase in lens coating directly leads to more glare reduction during tax returns.,Yes,An increase in lens coating leads to more tax returns and an increase in tax returns leads to more glare reduction.,No,O_A,lens coating,tax returns,glare reduction
777,An increase in soda bubbles directly leads to more fizz level during park concerts.,Yes,An increase in soda bubbles leads to more park concerts and an increase in park concerts leads to more fizz level.,No,O_A,soda bubbles,park concerts,fizz level
778,An increase in chair padding directly leads to more seat softness during museum lines.,Yes,An increase in chair padding leads to more museum lines and an increase in museum lines leads to more seat softness.,No,O_A,chair padding,museum lines,seat softness
779,An increase in marker pressure directly leads to more stroke width during beach games.,Yes,An increase in marker pressure leads to more beach games and an increase in beach games leads to more stroke width.,No,O_A,marker pressure,beach games,stroke width
780,An increase in screen brightness directly leads to more battery drain during choir concerts.,Yes,An increase in screen brightness leads to more choir concerts and an increase in choir concerts leads to more battery drain.,No,O_A,screen brightness,choir concerts,battery drain
781,An increase in heater setting directly leads to more room heat during lunch meetings.,Yes,An increase in heater setting leads to more lunch meetings and an increase in lunch meetings leads to more room heat.,No,O_A,heater setting,lunch meetings,room heat
782,An increase in fan voltage directly leads to more airflow volume during science talks.,Yes,An increase in fan voltage leads to more science talks and an increase in science talks leads to more airflow volume.,No,O_A,fan voltage,science talks,airflow volume
783,An increase in sugar granules directly leads to more sweetness level during campus fairs.,Yes,An increase in sugar granules leads to more campus fairs and an increase in campus fairs leads to more sweetness level.,No,O_A,sugar granules,campus fairs,sweetness level
784,An increase in brush bristles directly leads to more paint spread during city parades.,Yes,An increase in brush bristles leads to more city parades and an increase in city parades leads to more paint spread.,No,O_A,brush bristles,city parades,paint spread
785,An increase in tire alignment directly leads to more steering stability during movie queue.,Yes,An increase in tire alignment leads to more movie queue and an increase in movie queue leads to more steering stability.,No,O_A,tire alignment,movie queue,steering stability
786,An increase in nozzle pressure directly leads to more spray distance during dance socials.,Yes,An increase in nozzle pressure leads to more dance socials and an increase in dance socials leads to more spray distance.,No,O_A,nozzle pressure,dance socials,spray distance
787,An increase in paper density directly leads to more page stiffness during study halls.,Yes,An increase in paper density leads to more study halls and an increase in study halls leads to more page stiffness.,No,O_A,paper density,study halls,page stiffness
788,An increase in cable length directly leads to more signal lag during cooking shows.,Yes,An increase in cable length leads to more cooking shows and an increase in cooking shows leads to more signal lag.,No,O_A,cable length,cooking shows,signal lag
789,An increase in speaker wattage directly leads to more sound power during garden tours.,Yes,An increase in speaker wattage leads to more garden tours and an increase in garden tours leads to more sound power.,No,O_A,speaker wattage,garden tours,sound power
790,An increase in battery charge directly leads to more runtime hours during hiking trips.,Yes,An increase in battery charge leads to more hiking trips and an increase in hiking trips leads to more runtime hours.,No,O_A,battery charge,hiking trips,runtime hours
791,An increase in lens aperture directly leads to more image brightness during art markets.,Yes,An increase in lens aperture leads to more art markets and an increase in art markets leads to more image brightness.,No,O_A,lens aperture,art markets,image brightness
792,An increase in oven temperature directly leads to more bake rate during book swaps.,Yes,An increase in oven temperature leads to more book swaps and an increase in book swaps leads to more bake rate.,No,O_A,oven temperature,book swaps,bake rate
793,An increase in soap concentration directly leads to more foam density during bus stops.,Yes,An increase in soap concentration leads to more bus stops and an increase in bus stops leads to more foam density.,No,O_A,soap concentration,bus stops,foam density
794,An increase in mirror angle directly leads to more reflection direction during craft markets.,Yes,An increase in mirror angle leads to more craft markets and an increase in craft markets leads to more reflection direction.,No,O_A,mirror angle,craft markets,reflection direction
795,An increase in pump speed directly leads to more water output during lecture breaks.,Yes,An increase in pump speed leads to more lecture breaks and an increase in lecture breaks leads to more water output.,No,O_A,pump speed,lecture breaks,water output
796,An increase in dye saturation directly leads to more color richness during film festivals.,Yes,An increase in dye saturation leads to more film festivals and an increase in film festivals leads to more color richness.,No,O_A,dye saturation,film festivals,color richness
797,An increase in spring stiffness directly leads to more rebound height during karaoke nights.,Yes,An increase in spring stiffness leads to more karaoke nights and an increase in karaoke nights leads to more rebound height.,No,O_A,spring stiffness,karaoke nights,rebound height
798,An increase in filter fiber directly leads to more dust capture during family visits.,Yes,An increase in filter fiber leads to more family visits and an increase in family visits leads to more dust capture.,No,O_A,filter fiber,family visits,dust capture
799,An increase in panel spacing directly leads to more light spread during beach picnics.,Yes,An increase in panel spacing leads to more beach picnics and an increase in beach picnics leads to more light spread.,No,O_A,panel spacing,beach picnics,light spread
800,An increase in thread thickness directly leads to more stitch strength during cooking contests.,Yes,An increase in thread thickness leads to more cooking contests and an increase in cooking contests leads to more stitch strength.,No,O_A,thread thickness,cooking contests,stitch strength
801,An increase in ink flow directly leads to more line darkness during recipe swaps.,Yes,An increase in ink flow leads to more recipe swaps and an increase in recipe swaps leads to more line darkness.,No,O_A,ink flow,recipe swaps,line darkness
802,An increase in lens fog directly leads to more image haze during stamp trading.,Yes,An increase in lens fog leads to more stamp trading and an increase in stamp trading leads to more image haze.,No,O_A,lens fog,stamp trading,image haze
803,An increase in tire slip directly leads to more skid risk during museum visits.,Yes,An increase in tire slip leads to more museum visits and an increase in museum visits leads to more skid risk.,No,O_A,tire slip,museum visits,skid risk
804,An increase in pan oil directly leads to more sizzle noise during book browsing.,Yes,An increase in pan oil leads to more book browsing and an increase in book browsing leads to more sizzle noise.,No,O_A,pan oil,book browsing,sizzle noise
805,An increase in glue layer directly leads to more bond strength during chess breaks.,Yes,An increase in glue layer leads to more chess breaks and an increase in chess breaks leads to more bond strength.,No,O_A,glue layer,chess breaks,bond strength
806,An increase in fabric heat directly leads to more warmth level during tax planning.,Yes,An increase in fabric heat leads to more tax planning and an increase in tax planning leads to more warmth level.,No,O_A,fabric heat,tax planning,warmth level
807,An increase in nozzle tilt directly leads to more spray arc during cookie tastings.,Yes,An increase in nozzle tilt leads to more cookie tastings and an increase in cookie tastings leads to more spray arc.,No,O_A,nozzle tilt,cookie tastings,spray arc
808,An increase in cable slack directly leads to more signal wobble during travel chats.,Yes,An increase in cable slack leads to more travel chats and an increase in travel chats leads to more signal wobble.,No,O_A,cable slack,travel chats,signal wobble
809,An increase in paper gloss directly leads to more print shine during puzzle nights.,Yes,An increase in paper gloss leads to more puzzle nights and an increase in puzzle nights leads to more print shine.,No,O_A,paper gloss,puzzle nights,print shine
810,An increase in mirror tilt directly leads to more reflection shift during craft lessons.,Yes,An increase in mirror tilt leads to more craft lessons and an increase in craft lessons leads to more reflection shift.,No,O_A,mirror tilt,craft lessons,reflection shift
811,An increase in valve twist directly leads to more stream burst during board games.,Yes,An increase in valve twist leads to more board games and an increase in board games leads to more stream burst.,No,O_A,valve twist,board games,stream burst
812,An increase in soap amount directly leads to more bubble count during lunch talks.,Yes,An increase in soap amount leads to more lunch talks and an increase in lunch talks leads to more bubble count.,No,O_A,soap amount,lunch talks,bubble count
813,An increase in ink dilution directly leads to more color fade during choir rehearsals.,Yes,An increase in ink dilution leads to more choir rehearsals and an increase in choir rehearsals leads to more color fade.,No,O_A,ink dilution,choir rehearsals,color fade
814,An increase in gear rust directly leads to more wheel drag during museum queues.,Yes,An increase in gear rust leads to more museum queues and an increase in museum queues leads to more wheel drag.,No,O_A,gear rust,museum queues,wheel drag
815,An increase in lamp wattage directly leads to more light glare during cookie swaps.,Yes,An increase in lamp wattage leads to more cookie swaps and an increase in cookie swaps leads to more light glare.,No,O_A,lamp wattage,cookie swaps,light glare
816,An increase in paint solvent directly leads to more odor strength during stamp auctions.,Yes,An increase in paint solvent leads to more stamp auctions and an increase in stamp auctions leads to more odor strength.,No,O_A,paint solvent,stamp auctions,odor strength
817,An increase in brake heat directly leads to more fade risk during reading lunches.,Yes,An increase in brake heat leads to more reading lunches and an increase in reading lunches leads to more fade risk.,No,O_A,brake heat,reading lunches,fade risk
818,An increase in glass dust directly leads to more scratch marks during recipe planning.,Yes,An increase in glass dust leads to more recipe planning and an increase in recipe planning leads to more scratch marks.,No,O_A,glass dust,recipe planning,scratch marks
819,An increase in coffee grounds directly leads to more bitterness level during tax seminars.,Yes,An increase in coffee grounds leads to more tax seminars and an increase in tax seminars leads to more bitterness level.,No,O_A,coffee grounds,tax seminars,bitterness level
820,An increase in pump torque directly leads to more pressure output during film talks.,Yes,An increase in pump torque leads to more film talks and an increase in film talks leads to more pressure output.,No,O_A,pump torque,film talks,pressure output
821,An increase in lens dust directly leads to more spot artifacts during art galleries.,Yes,An increase in lens dust leads to more art galleries and an increase in art galleries leads to more spot artifacts.,No,O_A,lens dust,art galleries,spot artifacts
822,An increase in tire grit directly leads to more tread noise during travel journaling.,Yes,An increase in tire grit leads to more travel journaling and an increase in travel journaling leads to more tread noise.,No,O_A,tire grit,travel journaling,tread noise
823,An increase in paper weight directly leads to more fold resistance during science fairs.,Yes,An increase in paper weight leads to more science fairs and an increase in science fairs leads to more fold resistance.,No,O_A,paper weight,science fairs,fold resistance
824,An increase in ink pressure directly leads to more mark depth during language chats.,Yes,An increase in ink pressure leads to more language chats and an increase in language chats leads to more mark depth.,No,O_A,ink pressure,language chats,mark depth
825,An increase in pan salt directly leads to more flavor intensity during puzzle marathons.,Yes,An increase in pan salt leads to more puzzle marathons and an increase in puzzle marathons leads to more flavor intensity.,No,O_A,pan salt,puzzle marathons,flavor intensity
826,An increase in water temperature directly leads to more melt water during poetry slams.,Yes,An increase in water temperature leads to more poetry slams and an increase in poetry slams leads to more melt water.,No,O_A,water temperature,poetry slams,melt water
827,An increase in blade angle directly leads to more cut smoothness during campus tours.,Yes,An increase in blade angle leads to more campus tours and an increase in campus tours leads to more cut smoothness.,No,O_A,blade angle,campus tours,cut smoothness
828,An increase in font size directly leads to more reading ease during picnic games.,Yes,An increase in font size leads to more picnic games and an increase in picnic games leads to more reading ease.,No,O_A,font size,picnic games,reading ease
829,An increase in fuel mixture directly leads to more engine power during book fairs.,Yes,An increase in fuel mixture leads to more book fairs and an increase in book fairs leads to more engine power.,No,O_A,fuel mixture,book fairs,engine power
830,An increase in sugar amount directly leads to more cookie sweetness during gallery nights.,Yes,An increase in sugar amount leads to more gallery nights and an increase in gallery nights leads to more cookie sweetness.,No,O_A,sugar amount,gallery nights,cookie sweetness
831,An increase in brake tension directly leads to more brake response during volunteer rallies.,Yes,An increase in brake tension leads to more volunteer rallies and an increase in volunteer rallies leads to more brake response.,No,O_A,brake tension,volunteer rallies,brake response
832,An increase in pipe clog directly leads to more drain backup during conference breaks.,Yes,An increase in pipe clog leads to more conference breaks and an increase in conference breaks leads to more drain backup.,No,O_A,pipe clog,conference breaks,drain backup
833,An increase in mesh size directly leads to more dust capture during orchard walks.,Yes,An increase in mesh size leads to more orchard walks and an increase in orchard walks leads to more dust capture.,No,O_A,mesh size,orchard walks,dust capture
834,An increase in shutter speed directly leads to more blur reduction during ferry rides.,Yes,An increase in shutter speed leads to more ferry rides and an increase in ferry rides leads to more blur reduction.,No,O_A,shutter speed,ferry rides,blur reduction
835,An increase in spice level directly leads to more heat sensation during market lunches.,Yes,An increase in spice level leads to more market lunches and an increase in market lunches leads to more heat sensation.,No,O_A,spice level,market lunches,heat sensation
836,An increase in airflow setting directly leads to more cooling comfort during winter parades.,Yes,An increase in airflow setting leads to more winter parades and an increase in winter parades leads to more cooling comfort.,No,O_A,airflow setting,winter parades,cooling comfort
837,An increase in dye concentration directly leads to more color vibrance during seminar talks.,Yes,An increase in dye concentration leads to more seminar talks and an increase in seminar talks leads to more color vibrance.,No,O_A,dye concentration,seminar talks,color vibrance
838,An increase in cushion depth directly leads to more sitting comfort during craft circles.,Yes,An increase in cushion depth leads to more craft circles and an increase in craft circles leads to more sitting comfort.,No,O_A,cushion depth,craft circles,sitting comfort
839,An increase in shade panel directly leads to more glare blocking during lecture queues.,Yes,An increase in shade panel leads to more lecture queues and an increase in lecture queues leads to more glare blocking.,No,O_A,shade panel,lecture queues,glare blocking
840,An increase in rope thickness directly leads to more knot security during garden picnics.,Yes,An increase in rope thickness leads to more garden picnics and an increase in garden picnics leads to more knot security.,No,O_A,rope thickness,garden picnics,knot security
841,An increase in card thickness directly leads to more page rigidity during office socials.,Yes,An increase in card thickness leads to more office socials and an increase in office socials leads to more page rigidity.,No,O_A,card thickness,office socials,page rigidity
842,An increase in tripod weight directly leads to more camera stability during theater meetups.,Yes,An increase in tripod weight leads to more theater meetups and an increase in theater meetups leads to more camera stability.,No,O_A,tripod weight,theater meetups,camera stability
843,An increase in lid seal directly leads to more steam retention during commute rides.,Yes,An increase in lid seal leads to more commute rides and an increase in commute rides leads to more steam retention.,No,O_A,lid seal,commute rides,steam retention
844,An increase in salt content directly leads to more soup saltiness during park concerts.,Yes,An increase in salt content leads to more park concerts and an increase in park concerts leads to more soup saltiness.,No,O_A,salt content,park concerts,soup saltiness
845,An increase in pen pressure directly leads to more ink darkness during study retreats.,Yes,An increase in pen pressure leads to more study retreats and an increase in study retreats leads to more ink darkness.,No,O_A,pen pressure,study retreats,ink darkness
846,An increase in wire thickness directly leads to more current strength during family dinners.,Yes,An increase in wire thickness leads to more family dinners and an increase in family dinners leads to more current strength.,No,O_A,wire thickness,family dinners,current strength
847,An increase in fan tilt directly leads to more airflow shift during hiking meetups.,Yes,An increase in fan tilt leads to more hiking meetups and an increase in hiking meetups leads to more airflow shift.,No,O_A,fan tilt,hiking meetups,airflow shift
848,An increase in cream amount directly leads to more coffee richness during coffee tastings.,Yes,An increase in cream amount leads to more coffee tastings and an increase in coffee tastings leads to more coffee richness.,No,O_A,cream amount,coffee tastings,coffee richness
849,An increase in shock damping directly leads to more ride comfort during library tours.,Yes,An increase in shock damping leads to more library tours and an increase in library tours leads to more ride comfort.,No,O_A,shock damping,library tours,ride comfort
850,An increase in valve turn directly leads to more water flow during festival nights.,Yes,An increase in valve turn leads to more festival nights and an increase in festival nights leads to more water flow.,No,O_A,valve turn,festival nights,water flow
851,An increase in lens focus directly leads to more image sharpness during evening lectures.,Yes,An increase in lens focus leads to more evening lectures and an increase in evening lectures leads to more image sharpness.,No,O_A,lens focus,evening lectures,image sharpness
852,An increase in salt dose directly leads to more soup saltiness during lunch gatherings.,Yes,An increase in salt dose leads to more lunch gatherings and an increase in lunch gatherings leads to more soup saltiness.,No,O_A,salt dose,lunch gatherings,soup saltiness
853,An increase in flame height directly leads to more heat output during camp meetings.,Yes,An increase in flame height leads to more camp meetings and an increase in camp meetings leads to more heat output.,No,O_A,flame height,camp meetings,heat output
854,An increase in speaker distance directly leads to more echo level during study lounges.,Yes,An increase in speaker distance leads to more study lounges and an increase in study lounges leads to more echo level.,No,O_A,speaker distance,study lounges,echo level
855,An increase in door gap directly leads to more draft airflow during winter gatherings.,Yes,An increase in door gap leads to more winter gatherings and an increase in winter gatherings leads to more draft airflow.,No,O_A,door gap,winter gatherings,draft airflow
856,An increase in screen contrast directly leads to more text visibility during movie nights.,Yes,An increase in screen contrast leads to more movie nights and an increase in movie nights leads to more text visibility.,No,O_A,screen contrast,movie nights,text visibility
857,An increase in oil temperature directly leads to more sizzle loudness during cooking demos.,Yes,An increase in oil temperature leads to more cooking demos and an increase in cooking demos leads to more sizzle loudness.,No,O_A,oil temperature,cooking demos,sizzle loudness
858,An increase in brush stiffness directly leads to more stroke roughness during art meetups.,Yes,An increase in brush stiffness leads to more art meetups and an increase in art meetups leads to more stroke roughness.,No,O_A,brush stiffness,art meetups,stroke roughness
859,An increase in paper thickness directly leads to more card rigidity during gift wrapping.,Yes,An increase in paper thickness leads to more gift wrapping and an increase in gift wrapping leads to more card rigidity.,No,O_A,paper thickness,gift wrapping,card rigidity
860,An increase in nozzle pressure directly leads to more spray force during garden parties.,Yes,An increase in nozzle pressure leads to more garden parties and an increase in garden parties leads to more spray force.,No,O_A,nozzle pressure,garden parties,spray force
861,An increase in flash duration directly leads to more exposure level during concert encores.,Yes,An increase in flash duration leads to more concert encores and an increase in concert encores leads to more exposure level.,No,O_A,flash duration,concert encores,exposure level
862,An increase in clutch tension directly leads to more pedal firmness during city drives.,Yes,An increase in clutch tension leads to more city drives and an increase in city drives leads to more pedal firmness.,No,O_A,clutch tension,city drives,pedal firmness
863,An increase in water turbidity directly leads to more visibility range during lake swims.,Yes,An increase in water turbidity leads to more lake swims and an increase in lake swims leads to more visibility range.,No,O_A,water turbidity,lake swims,visibility range
864,An increase in glass tint directly leads to more glare reduction during highway commutes.,Yes,An increase in glass tint leads to more highway commutes and an increase in highway commutes leads to more glare reduction.,No,O_A,glass tint,highway commutes,glare reduction
865,An increase in fan angle directly leads to more airflow direction during office meetings.,Yes,An increase in fan angle leads to more office meetings and an increase in office meetings leads to more airflow direction.,No,O_A,fan angle,office meetings,airflow direction
866,An increase in salt granules directly leads to more crunch texture during snack breaks.,Yes,An increase in salt granules leads to more snack breaks and an increase in snack breaks leads to more crunch texture.,No,O_A,salt granules,snack breaks,crunch texture
867,An increase in milk fat directly leads to more coffee creaminess during cafe visits.,Yes,An increase in milk fat leads to more cafe visits and an increase in cafe visits leads to more coffee creaminess.,No,O_A,milk fat,cafe visits,coffee creaminess
868,An increase in ice volume directly leads to more cooling effect during summer picnics.,Yes,An increase in ice volume leads to more summer picnics and an increase in summer picnics leads to more cooling effect.,No,O_A,ice volume,summer picnics,cooling effect
869,An increase in strap tension directly leads to more buckle security during hiking stops.,Yes,An increase in strap tension leads to more hiking stops and an increase in hiking stops leads to more buckle security.,No,O_A,strap tension,hiking stops,buckle security
870,An increase in lamp height directly leads to more shadow size during theater warmups.,Yes,An increase in lamp height leads to more theater warmups and an increase in theater warmups leads to more shadow size.,No,O_A,lamp height,theater warmups,shadow size
871,An increase in grinder size directly leads to more particle size during tea tastings.,Yes,An increase in grinder size leads to more tea tastings and an increase in tea tastings leads to more particle size.,No,O_A,grinder size,tea tastings,particle size
872,An increase in oven heat directly leads to more browning level during dinner servings.,Yes,An increase in oven heat leads to more dinner servings and an increase in dinner servings leads to more browning level.,No,O_A,oven heat,dinner servings,browning level
873,An increase in tread pattern directly leads to more tire noise during bridge crossings.,Yes,An increase in tread pattern leads to more bridge crossings and an increase in bridge crossings leads to more tire noise.,No,O_A,tread pattern,bridge crossings,tire noise
874,An increase in pen angle directly leads to more line thickness during note taking.,Yes,An increase in pen angle leads to more note taking and an increase in note taking leads to more line thickness.,No,O_A,pen angle,note taking,line thickness
875,An increase in wire gauge directly leads to more current limit during museum lectures.,Yes,An increase in wire gauge leads to more museum lectures and an increase in museum lectures leads to more current limit.,No,O_A,wire gauge,museum lectures,current limit
876,An increase in glass thickness directly leads to more break resistance during poetry nights.,Yes,An increase in glass thickness leads to more poetry nights and an increase in poetry nights leads to more break resistance.,No,O_A,glass thickness,poetry nights,break resistance
877,An increase in sauce acidity directly leads to more taste tang during coding lunches.,Yes,An increase in sauce acidity leads to more coding lunches and an increase in coding lunches leads to more taste tang.,No,O_A,sauce acidity,coding lunches,taste tang
878,An increase in belt friction directly leads to more slip risk during museum socials.,Yes,An increase in belt friction leads to more museum socials and an increase in museum socials leads to more slip risk.,No,O_A,belt friction,museum socials,slip risk
879,An increase in coin weight directly leads to more pocket strain during garden parties.,Yes,An increase in coin weight leads to more garden parties and an increase in garden parties leads to more pocket strain.,No,O_A,coin weight,garden parties,pocket strain
880,An increase in fog density directly leads to more visibility loss during book fairs.,Yes,An increase in fog density leads to more book fairs and an increase in book fairs leads to more visibility loss.,No,O_A,fog density,book fairs,visibility loss
881,An increase in brick size directly leads to more stack height during ferry queues.,Yes,An increase in brick size leads to more ferry queues and an increase in ferry queues leads to more stack height.,No,O_A,brick size,ferry queues,stack height
882,An increase in rope fraying directly leads to more snap risk during art showcases.,Yes,An increase in rope fraying leads to more art showcases and an increase in art showcases leads to more snap risk.,No,O_A,rope fraying,art showcases,snap risk
883,An increase in snow thickness directly leads to more plow effort during camp talks.,Yes,An increase in snow thickness leads to more camp talks and an increase in camp talks leads to more plow effort.,No,O_A,snow thickness,camp talks,plow effort
884,An increase in copper purity directly leads to more conductivity level during camp socials.,Yes,An increase in copper purity leads to more camp socials and an increase in camp socials leads to more conductivity level.,No,O_A,copper purity,camp socials,conductivity level
885,An increase in paint dryness directly leads to more crack risk during lecture walks.,Yes,An increase in paint dryness leads to more lecture walks and an increase in lecture walks leads to more crack risk.,No,O_A,paint dryness,lecture walks,crack risk
886,An increase in filter pores directly leads to more dust capture during river cruises.,Yes,An increase in filter pores leads to more river cruises and an increase in river cruises leads to more dust capture.,No,O_A,filter pores,river cruises,dust capture
887,An increase in foam firmness directly leads to more seat comfort during parade routes.,Yes,An increase in foam firmness leads to more parade routes and an increase in parade routes leads to more seat comfort.,No,O_A,foam firmness,parade routes,seat comfort
888,An increase in shade width directly leads to more glare blocking during office dinners.,Yes,An increase in shade width leads to more office dinners and an increase in office dinners leads to more glare blocking.,No,O_A,shade width,office dinners,glare blocking
889,An increase in torch angle directly leads to more beam spread during campus fairs.,Yes,An increase in torch angle leads to more campus fairs and an increase in campus fairs leads to more beam spread.,No,O_A,torch angle,campus fairs,beam spread
890,An increase in pan curvature directly leads to more oil pooling during seminar lunches.,Yes,An increase in pan curvature leads to more seminar lunches and an increase in seminar lunches leads to more oil pooling.,No,O_A,pan curvature,seminar lunches,oil pooling
891,An increase in spring length directly leads to more stretch range during market strolls.,Yes,An increase in spring length leads to more market strolls and an increase in market strolls leads to more stretch range.,No,O_A,spring length,market strolls,stretch range
892,An increase in oil content directly leads to more smoke output during movie marathons.,Yes,An increase in oil content leads to more movie marathons and an increase in movie marathons leads to more smoke output.,No,O_A,oil content,movie marathons,smoke output
893,An increase in buckle tension directly leads to more hold strength during holiday parades.,Yes,An increase in buckle tension leads to more holiday parades and an increase in holiday parades leads to more hold strength.,No,O_A,buckle tension,holiday parades,hold strength
894,An increase in paper fiber directly leads to more tear resistance during camp lunches.,Yes,An increase in paper fiber leads to more camp lunches and an increase in camp lunches leads to more tear resistance.,No,O_A,paper fiber,camp lunches,tear resistance
895,An increase in sugar moisture directly leads to more clump rate during debate circles.,Yes,An increase in sugar moisture leads to more debate circles and an increase in debate circles leads to more clump rate.,No,O_A,sugar moisture,debate circles,clump rate
896,An increase in stone roughness directly leads to more traction feel during history talks.,Yes,An increase in stone roughness leads to more history talks and an increase in history talks leads to more traction feel.,No,O_A,stone roughness,history talks,traction feel
897,An increase in needle length directly leads to more pierce depth during lobby meetings.,Yes,An increase in needle length leads to more lobby meetings and an increase in lobby meetings leads to more pierce depth.,No,O_A,needle length,lobby meetings,pierce depth
898,An increase in jar vacuum directly leads to more seal strength during arena tours.,Yes,An increase in jar vacuum leads to more arena tours and an increase in arena tours leads to more seal strength.,No,O_A,jar vacuum,arena tours,seal strength
899,An increase in wire gauge directly leads to more current limit during gallery chats.,Yes,An increase in wire gauge leads to more gallery chats and an increase in gallery chats leads to more current limit.,No,O_A,wire gauge,gallery chats,current limit
900,An increase in ink load directly leads to more mark darkness during town meetings.,Yes,An increase in ink load leads to more town meetings and an increase in town meetings leads to more mark darkness.,No,O_A,ink load,town meetings,mark darkness
901,An increase in ink opacity directly leads to more print darkness during traffic volume.,Yes,An increase in ink opacity leads to more traffic volume and an increase in traffic volume leads to more print darkness.,No,O_A,ink opacity,traffic volume,print darkness
902,An increase in sugar amount directly leads to more cookie sweetness during exam stress.,Yes,An increase in sugar amount leads to more exam stress and an increase in exam stress leads to more cookie sweetness.,No,O_A,sugar amount,exam stress,cookie sweetness
903,An increase in lens scratch directly leads to more image streaks during office hours.,Yes,An increase in lens scratch leads to more office hours and an increase in office hours leads to more image streaks.,No,O_A,lens scratch,office hours,image streaks
904,An increase in brake tension directly leads to more pedal firmness during market crowd.,Yes,An increase in brake tension leads to more market crowd and an increase in market crowd leads to more pedal firmness.,No,O_A,brake tension,market crowd,pedal firmness
905,An increase in fan angle directly leads to more airflow direction during meeting breaks.,Yes,An increase in fan angle leads to more meeting breaks and an increase in meeting breaks leads to more airflow direction.,No,O_A,fan angle,meeting breaks,airflow direction
906,An increase in dye dilution directly leads to more color fade during train waits.,Yes,An increase in dye dilution leads to more train waits and an increase in train waits leads to more color fade.,No,O_A,dye dilution,train waits,color fade
907,An increase in salt crystals directly leads to more grain texture during museum crowd.,Yes,An increase in salt crystals leads to more museum crowd and an increase in museum crowd leads to more grain texture.,No,O_A,salt crystals,museum crowd,grain texture
908,An increase in spring stiffness directly leads to more rebound force during cafe chatter.,Yes,An increase in spring stiffness leads to more cafe chatter and an increase in cafe chatter leads to more rebound force.,No,O_A,spring stiffness,cafe chatter,rebound force
909,An increase in nozzle width directly leads to more spray spread during seminar breaks.,Yes,An increase in nozzle width leads to more seminar breaks and an increase in seminar breaks leads to more spray spread.,No,O_A,nozzle width,seminar breaks,spray spread
910,An increase in rope fraying directly leads to more snap risk during holiday traffic.,Yes,An increase in rope fraying leads to more holiday traffic and an increase in holiday traffic leads to more snap risk.,No,O_A,rope fraying,holiday traffic,snap risk
911,An increase in mirror grime directly leads to more reflection haze during theater crowd.,Yes,An increase in mirror grime leads to more theater crowd and an increase in theater crowd leads to more reflection haze.,No,O_A,mirror grime,theater crowd,reflection haze
912,An increase in paper humidity directly leads to more page warping during rain alerts.,Yes,An increase in paper humidity leads to more rain alerts and an increase in rain alerts leads to more page warping.,No,O_A,paper humidity,rain alerts,page warping
913,An increase in oil temperature directly leads to more sizzle loudness during dinner rush.,Yes,An increase in oil temperature leads to more dinner rush and an increase in dinner rush leads to more sizzle loudness.,No,O_A,oil temperature,dinner rush,sizzle loudness
914,An increase in shutter delay directly leads to more capture lag during parking demand.,Yes,An increase in shutter delay leads to more parking demand and an increase in parking demand leads to more capture lag.,No,O_A,shutter delay,parking demand,capture lag
915,An increase in coffee grind directly leads to more flavor strength during ferry queues.,Yes,An increase in coffee grind leads to more ferry queues and an increase in ferry queues leads to more flavor strength.,No,O_A,coffee grind,ferry queues,flavor strength
916,An increase in water depth directly leads to more swim effort during festival crowd.,Yes,An increase in water depth leads to more festival crowd and an increase in festival crowd leads to more swim effort.,No,O_A,water depth,festival crowd,swim effort
917,An increase in air humidity directly leads to more paper curling during office bustle.,Yes,An increase in air humidity leads to more office bustle and an increase in office bustle leads to more paper curling.,No,O_A,air humidity,office bustle,paper curling
918,An increase in thread tension directly leads to more stitch tightness during taxi demand.,Yes,An increase in thread tension leads to more taxi demand and an increase in taxi demand leads to more stitch tightness.,No,O_A,thread tension,taxi demand,stitch tightness
919,An increase in screen contrast directly leads to more letter clarity during lunch rush.,Yes,An increase in screen contrast leads to more lunch rush and an increase in lunch rush leads to more letter clarity.,No,O_A,screen contrast,lunch rush,letter clarity
920,An increase in valve opening directly leads to more flow surge during forum chatter.,Yes,An increase in valve opening leads to more forum chatter and an increase in forum chatter leads to more flow surge.,No,O_A,valve opening,forum chatter,flow surge
921,An increase in stone roughness directly leads to more traction feel during campus crowd.,Yes,An increase in stone roughness leads to more campus crowd and an increase in campus crowd leads to more traction feel.,No,O_A,stone roughness,campus crowd,traction feel
